Artista,Género,Tipo,Nombre,Año,ID
Art Blakey & The Jazz Messengers,blues,track,"Yesterdays (Live) - Live At Cafe Bohemia, NY, 1955 / Remastered 2001",2001.0,3261Vks4j8VomrwDXph9zB
Billie Holiday,blues,track,When a Woman Loves a Man,2001.0,4ZVLo9AvcrOvIG6dYmvBsv
Deborah Coleman,blues,track,You’re With Me,2001.0,4G1IWiSHdLkFsv4OX5Wqx3
"David ""Honeyboy"" Edwards",blues,track,Further On up the Road,2001.0,7n4zQp0b3vnsmcjmEfLo2r
Jools Holland,blues,track,Oranges and Lemons Again,2001.0,3aU36U6RUM88POEO5sD6Nz
Mem Shannon,blues,track,Doing The Best That I Can,2001.0,4ev5BVuQ2q9mc4kujCsLB0
Gary Moore,blues,track,Cold Black Night,2001.0,4s7k8tIhUG5ITHq0wfffR4
Michael Burks,blues,track,Thank God For Fools,2001.0,691rJaC2NcDMjZCD636LcF
Doyle Bramhall II,blues,track,Green Light Girl,2001.0,4QrRVjWJUVITpenAh113jL
Andy Lee Lang,blues,track,We Wanna Boogie,2001.0,7HInZNUIlAy1MXtDx9PhID
Billie Holiday,blues,track,These Foolish Things (Remind Me of You) (with Teddy Wilson & His Orchestra),2001.0,4y1s41f6vWjDk5KrFM0uv6
John Hammond,blues,track,'Till The Money Runs Out,2001.0,0XNcZdLhpqrn2BVCJ6SmGT
The Crew Cuts,blues,track,Sh-Boom,2001.0,7I774iZM4QkJK6gFPEEmS0
Jimmy Smith,blues,track,C C Rider,2001.0,2Czlqq50fOOJbOIRtYYr7K
Gary Moore,blues,track,You Upset Me Baby,2001.0,1qvGhnOz70BwBMLXKf39Fd
Billie Holiday,blues,track,Your Mother's Son-In-Law (with Benny Goodman & His Orchestra),2001.0,3CagY2CVUPn1gGAI9JC0jx
Otis Taylor,blues,track,Ain't No Cowgirl,2001.0,6pOZTHffpitgzhDNqTpxoZ
Champion Jack Dupree,blues,track,Junker's Blues,2001.0,2xwnaEAK5cvrjcx7Nm1lCp
Monkey Beat,blues,track,Sure As The Sun Rises,2001.0,4VKHV4dIqgU81PQpXqqVlJ
SEATBELTS,blues,track,Is It Real?,2001.0,02W1htXQiEqnVuPJneksKF
Gov't Mule,blues,track,Effigy,2001.0,02SlaIdfJnCBVmDxPlPzeA
Mitch Woods and His Rocket 88‘S,blues,track,Swingin' At The Savoy,2001.0,4tQxGAafxVZ0Oqt3D6efmb
Sean Costello,blues,track,Good Advice,2001.0,07CqkGRbpcXEarpxxGydxR
Eric Clapton,blues,track,Wonderful Tonight - Live,2002.0,41er1m9f0njINzwuOIKhri
Ms. Lauryn Hill,blues,track,I Gotta Find Peace of Mind - Live,2002.0,6ocxCGYgcmZhCeTT1yuNkt
Robert Cray,blues,track,Right Next Door (Because Of Me),2002.0,23YyyUiEZYlT3MkzpZhRbW
J. B. Hutto,blues,track,Lulu Belle's Here,2002.0,2UVK8Qe3NmTxBJD14zUomJ
Eric Clapton,blues,track,My Father's Eyes - Live,2002.0,7nGLJZMQf7Un3Z18cQD7hc
Eric Clapton,blues,track,Cocaine - Live,2002.0,0PkXL3nHpr2IXbSc8mEfPv
Stevie Ray Vaughan,blues,track,Texas Flood,2002.0,6MvGg9X7lIt64WW28Nxfxo
Eric Clapton,blues,track,Badge - Live,2002.0,3dwN0oh759SmT65cVifC7m
Alvin Lee,blues,track,My Baby's Come Back to Me - Remastered,2002.0,6CmUu7A83j7et8J2wNBPC5
Jamie Cullum,blues,track,I Can't Get Started - Remastered,2002.0,1koaigmrZEI4T0pu4PfM1P
Elmore James,blues,track,Dust My Broom,2002.0,3LGB6BkiSmzP8IHo03rZMo
Koko Taylor,blues,track,Voodoo Woman,2002.0,0nko6BnrANIqS303Ynl53p
Ms. Lauryn Hill,blues,track,Mr. Intentional - Live,2002.0,67spVDaPSaWeoKMzWmlR7l
Ms. Lauryn Hill,blues,track,Mr. Intentional - Live,2002.0,74F3s25Zo99d3Ze4qztSPu
Son Seals,blues,track,I Believe To My Soul,2002.0,16dHEsd9r7CKOwjlI54tXI
Gary Moore,blues,track,Since I Met You Baby,2002.0,3thfUd9cPTFzy6yEmAiT98
Snowy White,blues,track,Blues Is the Road,2002.0,1pSDXFb4WES9POi0laRdTT
Guy Davis,blues,track,Loneliest Road That I Know,2002.0,63MtBTGU73iy7FRd8nRMN6
Eric Clapton,blues,track,River of Tears - Live,2002.0,2n6uDmFnyUBqXk652GUGNl
Eric Clapton,blues,track,Sunshine of Your Love - Live,2002.0,34m0KbX7eW9sZektEy1ptx
Gary Moore,blues,track,The Thrill Is Gone - Live From The United Kingdom/1993,2002.0,0DwjKNligWQRkgXpS3Mnou
Albert Lee & Hogan's Heroes,blues,track,Back In The USA,2002.0,4Znz9jKTkZvCzW6CkBIhHK
Solomon Burke,blues,track,Fast Train,2002.0,3691NKQMCy4TQTcdDMVeWL
J. B. Hutto,blues,track,Leave Your Love In Greater Hands,2002.0,5YZjWHqtjMig2yXpquWJFH
Coco Montoya,blues,track,Back In A Cadillac,2002.0,19aE9JrFOAlIgHWPm8ni37
Luther Allison,blues,track,You Can't Always Get What You Want,2002.0,6wnF9JvSa2AqjztZ1PpKIS
Santana,blues,track,Sideways (feat. Citizen Cope),2002.0,34DdiMOZFVqMHu0uJ2Vd8a
Shemekia Copeland,blues,track,When A Woman's Had Enough,2002.0,6BouDfZTJhdO9E0RnwyvV0
Wynonie Harris,blues,track,Bloodshot Eyes,2002.0,4w873lwWDABniYU2MOaXYQ
The Band,blues,track,Further on up the Road (feat. Eric Clapton) - Concert Version,2002.0,5BqDxx1udS4QhUriDrSJzt
Barbra Streisand,blues,track,Cryin' Time (feat. Ray Charles),2002.0,7ukKSwsBuk85fJeHTSKfMw
Shemekia Copeland,blues,track,Don't Whisper,2002.0,54cBgXR1KPwEIuynp1qnKs
Jamie Cullum,blues,track,Devil May Care - Remastered,2002.0,4GaNA2tvsG8X798L58UDJ7
The Black Keys,blues,track,Heavy Soul,2002.0,5GZq8P4Iy2smHngL07Pcuo
Wynonie Harris,blues,track,Lovin' Machine,2002.0,3UV8u4aqSU60xR4l7wYzYX
The Black Keys,blues,track,Busted,2002.0,5qnOCQW9EwKd6kG6HVecHo
Snowy White,blues,track,The Time Has Come,2002.0,1hWt1X8hLHvVfaA33jYnGS
De-Phazz,blues,track,Cut the Jazz,2002.0,269JUksuCnNvhsN7f6bcMe
Santana,blues,track,Feels Like Fire (feat. Dido),2002.0,2RcI8jjtu50lmWuXHkumt8
Tom Waits,blues,track,All The World Is Green,2002.0,4mBEFc7XQuJa9w4mNLIZNp
Snowy White,blues,track,You Can't Break My Heart,2002.0,2TY8vrIoa6d7MZhQ57KO31
Solomon Burke,blues,track,None Of Us Are Free,2002.0,1MBgaJoraHR7RHgAV58QU4
The Black Keys,blues,track,I'll Be Your Man,2002.0,7ve0nLuGlLfqw0EbL2UZEV
RJD2,blues,track,Smoke & Mirrors,2002.0,2C1nOw1nRxJaBWb9I1x05A
Elvis Presley,blues,track,Stuck On You,2002.0,7bA1DHtoJAvqyL42gHwOLa
Joe Cocker,blues,track,Never Tear Us Apart,2002.0,6Zcy1NbwQZUv8WAzMLLe9a
John Mayall & The Bluesbreakers,blues,track,The Mists of Time,2002.0,4ZcHERcSAgQRRicG2zNzH4
Alvin Lee,blues,track,The Bluest Blues - Remastered,2002.0,1SfdzhXyrw84Hs0oMLaeEC
Solomon Burke,blues,track,Don't Give Up On Me,2002.0,4A11HoXH8oIUfWtJaTE34T
Lighthouse Family,blues,track,Ain't No Sunshine,2002.0,435rQGMojc5C6xJbtjeynu
Stevie Ray Vaughan,blues,track,Superstition - Live,2002.0,4OaTSHT0NYViNOgjpIAXpv
Santana,blues,track,Nowhere to Run,2002.0,3cPLBe4mT2K9o7k9KR4Hal
Eric Clapton,blues,track,Reptile - Live,2002.0,2HPcdvgYmQtYeYL1TNyRTg
Koko Taylor,blues,track,Born Under A Bad Sign,2002.0,2dkdv8XcCNZZiHUIB1nxB0
Koko Taylor,blues,track,Hey Bartender,2002.0,4jaGWybHGJASBIq2OJxGiR
Gary Moore,blues,track,Jumpin' At Shadows,2002.0,4xs7ILMA9MKcWhNhVMWtfw
Alabama 3,blues,track,Woke Up This Morning,2002.0,1AxM2Yrl6mRnVt0Y26tsvs
Solomon Burke,blues,track,Flesh And Blood,2002.0,5eXEWqDoP6RgnlOQgti12v
R.L. Burnside,blues,track,Everything Is Broken,2002.0,1H6Ab75XpLkkfvZePgk8fT
Stevie Ray Vaughan,blues,track,Lenny,2002.0,1MIDCw2NTW3Dtn9c6ohSC8
Gary Moore,blues,track,Too Tired,2002.0,6HNoHt1mMWxuWZjY9lbXm5
Wynonie Harris,blues,track,Wasn't That Good,2002.0,6FVGT2n4zf6R0uWN9av41V
The Black Keys,blues,track,"She Said, She Said",2002.0,2ZTHcoY4zAaNe0D0gHjGZt
Sammy Price,blues,track,Riffin' Boogie,2002.0,5MMzKVAiFHhwP8BIZKOYQt
Eric Clapton,blues,track,Got You on My Mind - Live,2002.0,53vQpcmHa7ap45FOyeFUEP
Ms. Lauryn Hill,blues,track,Adam Lives In Theory - Live,2002.0,4ER4wjup2235bo63RU4KvS
Rob Tognoni,blues,track,Shakin' the Devil's Hand,2002.0,6hQiHEgEUgIHXpT2XqV3Xu
Stevie Ray Vaughan,blues,track,Life by the Drop,2002.0,4baw6m9OhZ1W8fPqWinZ3L
Eric Clapton,blues,track,Goin' Down Slow - Live,2002.0,6v25XPKCMEoLW6IExmgLov
Stevie Ray Vaughan,blues,track,Look at Little Sister,2002.0,5He3kbhG04jAioqHVEytHq
Stevie Ray Vaughan,blues,track,Crossfire,2002.0,5bAOP88AnFD11mTj0HisF2
Solomon Burke,blues,track,Diamond In Your Mind,2002.0,0LzKSYLuYZ4v30iEqcmC9J
Son Seals,blues,track,Bad Axe,2002.0,1HZ2vpt77v6yycE41O1jV6
Koko Taylor,blues,track,Come To Mama,2002.0,3j3pLudjSCN0kaXH0YCps8
The Black Keys,blues,track,Do the Rump,2002.0,0AI2ExhKcfI2i9SDVGRAAr
Eric Clapton,blues,track,She's Gone - Live,2002.0,1yHdw5fW11AFjR1wOoU8PE
The Black Keys,blues,track,Brooklyn Bound,2002.0,4qI7AwulrYhRSVoXJht8U6
The Black Keys,blues,track,Countdown,2002.0,41sMIRH4WBcDKIDw8RJUlc
Los DelTonos,blues,track,Listo,2002.0,44Z0h1OtPiFNdUaFCotBW6
Juicy Lucy,blues,track,Who Do You Love?,2002.0,078TqqyJ2vNKBsgpOm6rZr
Alvin Lee,blues,track,Real Life Blues - Remastered,2002.0,6CM9PVuzdNRcsAQ2Ov5oCY
Santana,blues,track,You Know That I Love You,2002.0,2rtZCQ6ZTfRgi6JrQK9edD
Dr. Feelgood,blues,track,Hong Kong Money - 2002 Remaster,2002.0,3glpzGxKEWbTpwxvaxDSce
Santana,blues,track,Veracruz,2002.0,1erQIThlrQDm94C5ZBKbDk
Alvin Lee,blues,track,Play It Like It Used to Be - Remastered,2002.0,0c4WbbJnhYjx620W3bfws5
Solomon Burke,blues,track,Only A Dream,2002.0,5Einzxx7I1BC5iFWgqv91X
The Band,blues,track,Caldonia (feat. Muddy Waters) - Concert Version,2002.0,2AU5y0y0mGPkwTt0znU7P5
Nitty Gritty Dirt Band,blues,track,"Will The Circle Be Unbroken (Glory, Glory)",2002.0,2dXLLtSIYyPvLNDBl8zWGN
Sammy Price,blues,track,Salute To Basie,2002.0,0Bd0w77yt8R3Q4ATVCVxKc
Mr. Airplane Man,blues,track,Sun Sinking Low,2002.0,3wWc47YS5Esh0bMBK76tHT
Magic Slim & The Teardrops,blues,track,I'm A Bluesman,2002.0,1U6FHV1xmxGXIXobnVJzTu
Eric Clapton,blues,track,Key to the Highway - Live,2002.0,2melA0S80IDgFJNGLdnQt3
The Band,blues,track,Mannish Boy (feat. Muddy Waters) - Concert Version,2002.0,1iL5y9axvIm4Hel8OSYsOr
"Clarence ""Gatemouth"" Brown",blues,track,Ventilator Blues,2002.0,6b6UMqPedWI2oOvPfEP7I6
The Black Keys,blues,track,The Breaks,2002.0,3pyTeNilPDFq10Ce60WROE
Wynonie Harris,blues,track,Quiet Whiskey,2002.0,14iq9kxSNrcTDKvV7tv0ug
Eric Clapton,blues,track,Hoochie Coochie Man - Live,2002.0,2zFS3w3KB42MYkhaQ1Ga6r
Eric Clapton,blues,track,Have You Ever Loved a Woman - Live,2002.0,6RQyk6t9YpnGcsijdtO4IB
Elmore James,blues,track,Shake Your Money Maker,2002.0,3JPC78sNlPaiZ1NgztXW2Q
Alvin Lee,blues,track,Keep on Rockin' - Remastered,2002.0,1hdQaYsoqFO2rQ2FOlPidE
Stevie Ray Vaughan,blues,track,Voodoo Child (Slight Return) - Live,2002.0,3eZaA3p7lMJjOD3BnKsj1U
Grant Green,blues,track,Blues For Willarene,2002.0,18Rt4272J5ngkGAWUtWBzk
Charlie Parker,blues,track,Cool Blues,2002.0,6h4gPB7uPnmRowr9chBnc4
Sammy Price,blues,track,West End Boogie,2002.0,5WFIHT2ZJh02hBSElyKOf9
Los DelTonos,blues,track,"Bien, mejor",2002.0,2hoJsAquZIDcOJIfy2NOb0
Little Milton,blues,track,Guitar Man,2002.0,1RFyA8YvsZOCNTQ5eVW2ni
W.C. Clark,blues,track,Snatching It Back,2002.0,16sH99xkGayPVztk9m5IJV
Lil Ed & The Blues Imperials,blues,track,I Love My Baby,2002.0,4zChkM6VwtW1DUHy8Gibor
Lil Ed & The Blues Imperials,blues,track,Natural Man,2002.0,7Gxp9syMrso1YHPYxpxf0E
Gary Moore,blues,track,Still Got The Blues,2002.0,4yG8Kuw0ZSO2jevO9mueoO
Joe Bonamassa,blues,track,Lie #1,2002.0,2QFxIl38nhrwRqGlmxsMiC
Robert Cray,blues,track,Smoking Gun,2002.0,5tRu8kA4d17uwGVT7I3YIR
Delbert McClinton,blues,track,Blues About You Baby,2002.0,0SXYe8AbNLGFwLFzrDIpo7
Lucky Peterson,blues,track,Under My Thumb,2002.0,2rJnWhDGKpWQOXqHy5tF1V
Jamie Cullum,blues,track,Well You Needn't - Remastered,2002.0,6Ixp4CeinjKNAOk1c3c8aU
Stevie Ray Vaughan,blues,track,Life Without You,2002.0,6Z8prosDCmjU3hkgEnyId6
Joe Bonamassa,blues,track,Never Say Goodbye,2002.0,2K4m76yaFL8Mh9N5nfgGST
Shemekia Copeland,blues,track,Livin' On Love,2002.0,012eGP4EqQ7hkgoL19Jp0u
The Derek Trucks Band,blues,track,Joyful Noise,2002.0,21Y0fegBPWM255E2KxsGqJ
Joe Bonamassa,blues,track,Waiting For Me,2002.0,6IIO5vDY9bGaeq9AavbKzm
W.C. Clark,blues,track,Got Me Where You Want Me,2002.0,73mHoWicIB5D08tGJiuruJ
Ann Nesby,blues,track,Put It On Paper - Album Version/Without Intro,2002.0,1oUDL9IIe61Eo1YK2ypRS1
The Black Keys,blues,track,Them Eyes,2002.0,2nAWURSru31Cbaul6to7QY
Joe Bonamassa,blues,track,My Mistake,2002.0,6pubbj5vYyg3YOTHTg5b0f
Joe Bonamassa,blues,track,"So, It's Like That",2002.0,0Xr38KLMrZk9pISwes7B83
Etta James,blues,track,Something's Got A Hold On Me,2002.0,39YXNVSlHO98J0VtdefGJa
Free,blues,track,Mr Big - Live At Sunderland / 1970,2002.0,1UYLV9P8uamZidOEA2GLA2
J. B. Hutto,blues,track,Lone Wolf,2002.0,0e1EMnOjzrwmUoEPEdkejw
Son Seals,blues,track,Telephone Angel (You're On My Mind),2002.0,5Ccx5gIcRJV448xqhlkH2N
Gary Moore,blues,track,Parisienne Walkways - Live From United Kingdom/1993,2002.0,6VvCiImf1174Gupk9pjnMR
The Black Keys,blues,track,Leavin' Trunk,2002.0,5fc4y5RBH6K26lwUuQ0Ibx
Cave Catt Sammy,blues,track,Sticky Fingers,2002.0,5Qb7kprf0njFz6FjGltkuj
Johnny Winter,blues,track,"Rock and Roll, Hoochie Koo",2002.0,4lkeB9a3NmLM38zXaQhuHz
Ms. Lauryn Hill,blues,track,I Gotta Find Peace of Mind - Live,2002.0,3QVlJ073oeCkTlp5Bcwa9a
Stevie Ray Vaughan,blues,track,Give Me Back My Wig,2002.0,61DnwvyCzQXWLK29HVfgJO
"Arthur ""Big Boy"" Crudup",blues,track,Rock Me Mama,2002.0,2klvIQb1m0faNZ83PoFB7x
The Black Keys,blues,track,Run Me Down,2002.0,3EJgmtW7zLsXqSEqwxqE86
Eric Clapton,blues,track,I Want a Little Girl - Live,2002.0,07pK391aoV7o06EIZLDNga
The Black Keys,blues,track,Yearnin',2002.0,1KM2EzSWf8YVAZptQaTG6a
Charlie Parker,blues,track,Bluebird,2002.0,6HEVgL5tuuLB7lxcoA8PXc
Joe Bonamassa,blues,track,Mountain Time,2002.0,1vOItvBND9iOTGLK3aqafA
Stevie Ray Vaughan,blues,track,Tin Pan Alley (AKA Roughest Place in Town),2002.0,7dTuqrk8YYal7Z9TdLDUf1
Magic Slim & The Teardrops,blues,track,Goin' To Mississippi,2002.0,7GpjVNPkAM97ATmjgJkFX8
Solomon Burke,blues,track,Soul Searchin',2002.0,10O40HVnpxWPs8cpe84i5y
Mighty Mo Rodgers,blues,track,The Boogie Man,2002.0,6kiVaD3HnAPQHCLVL6iA4T
Junior Wells,blues,track,(I Can't Get No) Satisfaction,2002.0,1I5jLwvivYrmAwgjCmlUki
Shemekia Copeland,blues,track,Should Have Come Home,2002.0,0k6YV1dH3v9ykL1XATPwsE
Sammy Price,blues,track,Back Home Again To France,2002.0,5VxJbLEb3LaSeJn8fxLmUR
Magic Slim,blues,track,When The Levee Breaks (Part One),2002.0,5JVhaY1gFw5f1XssmroTr1
Stevie Ray Vaughan,blues,track,"Shake for Me - Live at Steamboat 1874, Austin, TX - April 1980",2002.0,0LFsHodEUTDEvoRlreOaRe
Billie Holiday,blues,track,Gloomy Sunday,2003.0,4i8PXOWQsOCas5iTE1Eyvd
Rory Gallagher,blues,track,Wheels Within Wheels,2003.0,5dqF3cSlSpqgFb1lpz9Bgs
Joe Bonamassa,blues,track,Burning Hell,2003.0,48sF2RpuNbsHok1EEBucuv
Ruth Brown,blues,track,I Want to Do More,2003.0,6JccfO24mKJDCvg5dH21Wz
Nina Simone,blues,track,Here Comes the Sun,2003.0,549dZdC2ESYuYCZDzIu1Gs
Ray Bonneville,blues,track,Tomorrow's Yesterday,2003.0,0wigBtrvoOygCjMweOqvdx
Nina Simone,blues,track,To Love Somebody,2003.0,5IcnGJFrl4Zk4ptbujIoVH
The Black Keys,blues,track,Have Love Will Travel,2003.0,46XzvI0GXvRwK7LV6vdn2v
Luther Johnson,blues,track,Rock Me Baby,2003.0,3KiY2M7rSpWBxEKNHg24Xq
The Limp Twins,blues,track,Another Day in the Life of Mr Jones,2003.0,2sTZXWoZzWyX6Hn7yG5jqK
Michael Burks,blues,track,I Smell Smoke,2003.0,51P1PUV2yFHatkj68gjVwd
Nina Simone,blues,track,Mr. Bojangles,2003.0,59RJ9hBNhwRVLmgqyd9OFJ
Earl King,blues,track,Mother's Love,2003.0,29xsqdZuvzAfa6BZ2vlDiG
The Black Keys,blues,track,Set You Free,2003.0,4BohKS6VyfB9JGnLhutkG9
Robert Cray,blues,track,Times Makes Two,2003.0,6m7fBw6zBanK64dR77JP4Q
George Thorogood & The Destroyers,blues,track,It Wasn't Me,2003.0,5ypaFYztojGiCCfrXK5lf8
Michael Burks,blues,track,One More Chance,2003.0,12EpCgniMUD9aNKXtzcLUF
Twelve Bar Blues Band,blues,track,The Blues Has Got Me,2003.0,6vrTbTLYso5QCBSeWevRhw
Robert Cray,blues,track,Phone Booth,2003.0,5QzYvmgT1BWnhoY3mQAf28
Slim Harpo,blues,track,Mailbox Blues - Single Version,2003.0,6pWT1u30gUtYvUlCJJFa8A
The White Stripes,blues,track,The Air Near My Fingers,2003.0,7FvSjeL3svbbiPo2Rgirny
Amy Winehouse,blues,track,Fuck Me Pumps,2003.0,6efhuc3AsgEKF0XZiEocQY
Joe Bonamassa,blues,track,Long Distance Blues,2003.0,1GUmP2TjLWuXoegwnrPYsg
Luther Johnson,blues,track,Born In Georgia,2003.0,7jHpxyflqOJcmD9sRVAeDk
Nina Simone,blues,track,"Ain't Got No - I Got Life (From the Musical Production ""Hair"") - Live",2003.0,00JGtuWOorFCZHWpYdmLu6
Michael Bublé,blues,track,Fever,2003.0,17Syv0SV6ThWwgZM3umr1E
Slim Harpo,blues,track,I'm Your Bread Maker Baby - Single Version,2003.0,68fQ0nbtABiGqTcdxyPwzW
Doyle Bramhall,blues,track,Life by the Drop,2003.0,3qXcnzcNx45bXlWJzD730w
Michael Bublé,blues,track,Moondance,2003.0,25Yzff59UGjz7wNWmjM39h
Robben Ford,blues,track,Cannonball Shuffle - Album Version (For Freddie King),2003.0,51yKxDkT2MIuw9andSQW9g
The White Stripes,blues,track,Ball and Biscuit,2003.0,0O2SYh5AZ0y8MAPOVC4Mxz
The Black Keys,blues,track,Hard Row,2003.0,6D6xygnjsY8hxZ01QH2ovP
Gary Moore,blues,track,The Sky Is Crying - 2002 Remaster,2003.0,5dKdYh4IzpYXeNAXhltoa7
The White Stripes,blues,track,"In The Cold, Cold Night",2003.0,0U3iqYVmE62HzF50ydBd05
"Arthur ""Big Boy"" Crudup",blues,track,That's All Right,2003.0,4C6KfxHdNt7x4LaqVa5pkD
Joe Bonamassa,blues,track,Blues Deluxe,2003.0,2O7OjNCjqflzWOTVg9UlEm
Rod Stewart,blues,track,Smile,2003.0,1PvMYkeOUAwbiue0Mf2F5O
Joe Bonamassa,blues,track,You Upset Me Baby,2003.0,47UTDQeXdd6JkDCwF9vxWU
The Black Keys,blues,track,Thickfreakness,2003.0,4m6uJViB1sb3OXErHUkkWk
Amy Winehouse,blues,track,Intro / Stronger Than Me,2003.0,2ZGdEqZwffOzdBt5s8Xm29
Jimmie Vaughan,blues,track,Dengue Woman Blues,2003.0,4OGyibX2nayDVCUfFN4u8x
The Quantic Soul Orchestra,blues,track,Hold It Down,2003.0,1DDzG9odVh2epdODSIs3V2
The Limp Twins,blues,track,Sunday Driver,2003.0,3fLQw9Kv809AeGVlcNUjaw
Jimmie Vaughan,blues,track,Six Strings Down,2003.0,0C7mriFxQZ24xpDXgSfIc8
Michael Bublé,blues,track,Come Fly with Me,2003.0,2Cakl6tRkLxccrnqJdvGpu
Brad Paisley,blues,track,Whiskey Lullaby (feat. Alison Krauss),2003.0,6iblnklMzUKIXAtjk5lzIy
Ruth Brown,blues,track,I Don't Know,2003.0,047Ip9c6dijAJfuwloV3NF
Amy Winehouse,blues,track,Intro / Stronger Than Me,2003.0,2qPwYT63eEx3JNWdVE6bb0
Amy Winehouse,blues,track,Fuck Me Pumps,2003.0,1FLzTxrNNgqrAEsQvHJ9Gx
Jamie Cullum,blues,track,What A Difference A Day Made,2003.0,5PbSvsljhgxijSYV5cG5xU
Dick Brave & The Backbeats,blues,track,Get the Party Started,2003.0,3XgA97ymI5m16FsU6UkjXA
Nina Simone,blues,track,Since I Fell for You,2003.0,5qoBfR8yVRkonQ9RUbI5Rr
Vargas Blues Band,blues,track,Buenos Aires Blues,2003.0,76qHq9UAEqk6RlHgqMjW8t
Luther Johnson,blues,track,Please Give Me That Love,2003.0,2Re9MHeyFXHhXA1LXTK5Uv
Nick Moss & The Flip Tops,blues,track,Ain't Times Hard,2003.0,7L5U6eRJEFQbjqUUTwDVPu
Nina Simone,blues,track,Suzanne,2003.0,5ySfE5Pr6MICDdcCtAdU1l
Nina Simone,blues,track,In The Morning,2003.0,05XLRgtyi3rhXJ13pBELWt
Joe Bonamassa,blues,track,I Don't Live Any Where,2003.0,1xFua1EOtJ7Xgtfl3HtDxI
Nina Simone,blues,track,Compensation,2003.0,1gmjDUxFYaJL7gTnBKRXBy
Sister Rosetta Tharpe,blues,track,Nobody's Fault But Mine,2003.0,3z5JS5NmUSb8llmXl8QZiq
Joe Bonamassa,blues,track,Man of Many Words,2003.0,6hhe7LQXLdkzHx3wShTsau
Nina Simone,blues,track,Turn Me On,2003.0,5qaVJXBTFqDfvTOQBKfnND
Ray Bonneville,blues,track,Under the Bridge,2003.0,3B3AuXxop0zXYaDz3JT8z7
Joe Cocker,blues,track,Never Tear Us Apart,2003.0,0aB2Fctba5Qjg6Ij0MqKHj
Tab Benoit,blues,track,Darkness,2003.0,3wewa5eAOjEFtlpoXAz4Kc
Nina Simone,blues,track,The Look of Love,2003.0,4ertdJkTWV7cjhVc6Gqkf4
Joe Bonamassa,blues,track,Walking Blues,2003.0,6ERW0bEXNLGG5YRh59HeFT
J.B. Lenoir,blues,track,When I Am Drinking,2003.0,6O44bbk7y9V9dZ1PLcXE26
Luther Johnson,blues,track,Everyday I Have the Blues,2003.0,3LqWVtrVmKcGHZDXXfP1WZ
Robert Cray,blues,track,Bad Influence,2003.0,05lsXraQZAbxO86lRzdKYg
The Black Keys,blues,track,Midnight in Her Eyes,2003.0,2l8qA0PtOz6JLMzxMnKOaO
Nina Simone,blues,track,Just Like a Woman,2003.0,5NRUL2s4P15Ae9rGsJtXrl
Nina Simone,blues,track,My Way,2003.0,5Ti79Ed0PwGaTRuQtMGp49
Nina Simone,blues,track,Do What You Gotta Do,2003.0,6WiDe7IDEr1QEWslblSZVh
Luther Johnson,blues,track,You Told Me You Love Me,2003.0,363fTsQnJhqdcDaL21tewb
Allman Brothers Band,blues,track,Old Friend,2003.0,5TX4HB4ndwJCxoD3FWEIQx
B.B. King,blues,track,Always On My Mind,2003.0,3WwEIvuYWaP68sA9t65Xaj
Muddy Waters,blues,track,Champagne & Reefer - Live,2003.0,2PatEYrrVBNx5LPjTL2ruP
Michael Burks,blues,track,"Good Man, Bad Thing",2003.0,4HUkd5HNHlja9YRP1UxTF1
Slim Harpo,blues,track,Shake Your Hips - Single Version,2003.0,5H28g1Be16hLJaz3RrWCpQ
Esther Phillips,blues,track,The Storm (01-16-52),2003.0,5ulCLAV5XwfdzrQj53xDyT
Slim Harpo,blues,track,Mohair Sam - Single Version,2003.0,0bZI5gaHxZADn5rZoqiRxH
Lighthouse Family,blues,track,Ain't No Sunshine,2003.0,2LewG5rbbFNdBJfpPbiWdf
Slim Harpo,blues,track,Baby Scratch My Back - Single Version,2003.0,4BbLz6pVP5oXl2plR7HLMZ
Nina Simone,blues,track,"My Man's Gone Now (From ""Porgy and Bess"")",2003.0,2s0ZZt7Wc3qGu1VAq1Icx7
The Blues Brothers,blues,track,Do You Love Me: Mother Popcorn (You Got to Have a Mother for Me),2003.0,6RlH4jWCgTKotAM7FcOJxu
Joe Bonamassa,blues,track,Woke Up Dreaming,2003.0,6jI6VHcbFUqDDAelgPXWzp
Lead Belly,blues,track,Midnight Special - Remastered 2002,2003.0,2WaxBL2VVPUHqtfQE1yLbF
Slim Harpo,blues,track,I Just Can't Leave You - Single Version,2003.0,1SK64mzBFy3zFmFXqxixUQ
The Limp Twins,blues,track,Moving Closer to the Sofa,2003.0,1q6Zqj13ZtGJHfUsXf9Q1v
Mighty Sam McClain,blues,track,Why Do We Have To Say Goodbye?,2003.0,1q6EtLObJ9gnOP2Z6tV5MG
Etta James,blues,track,Lie No Better,2003.0,4RTn8aGxp5qNCTVgjLeaco
Luther Johnson,blues,track,Woman Don't Lie,2003.0,6zQVb0GmISFam9t72ymYfd
Nina Simone,blues,track,Do I Move You? - Version II,2003.0,2yq4TPWgOmzePESTX1m9ZX
Ruth Brown,blues,track,Lucky Lips,2003.0,1cgpBD07IfnACBViseaxKU
Rory Gallagher,blues,track,Lonesome Highway,2003.0,4huVUmN6cQfLlAZp3poWoS
Luther Johnson,blues,track,Rock'n Roll Everyday,2003.0,0HYctZqVD1wVOaxl4M43Uv
